gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Battery_Storage,Anhui,Storage,2020,-2.763454623152394e-06,0.0,0.0,4.179152643365065e-06,0.7269815123597261,0.05608840762660254,86.08128890725553,0.24848457839516502,1.1860320271040318e-05,9.096865647887922e-06
Battery_Storage,Anhui,Storage,2025,-3.7457737943148186e-06,0.0,0.0,5.502436323508281e-06,0.9571723795439532,0.07384819789780464,83.61541378102665,0.25581255673562675,1.6076282379033544e-05,1.2330508584718728e-05
Battery_Storage,Anhui,Storage,2030,-5.957658610173332e-06,0.0,0.0,9.26755623661339e-06,1.5508337899910276,0.11963958628098899,85.17742407477705,0.24157151336959265,2.5569350257545907e-05,1.9611691647372573e-05
Battery_Storage,Anhui,Storage,2035,-8.87289690512323e-06,0.0,0.0,1.4259083671382726e-05,2.2505798698703785,0.17359933959199925,82.99651252211818,0.23383480544776727,3.808110259709547e-05,2.920820569197224e-05
Battery_Storage,Anhui,Storage,2040,-1.555799342246049e-05,0.0,0.0,2.8588841229138613e-05,4.455609253124756,0.3436760441755864,93.70948285976122,0.20449955510747106,6.677250395905799e-05,5.121451053659748e-05
Battery_Storage,Anhui,Storage,2045,-2.2590626601988302e-05,0.0,0.0,4.200533636603099e-05,6.53497580376739,0.5040640363923719,94.65546713549263,0.20209666517535865,9.695547897849047e-05,7.436485237650215e-05
Battery_Storage,Anhui,Storage,2050,-3.536782063924326e-05,0.0,0.0,6.61691269015058e-05,10.294254984408123,0.7940295228180696,95.2393928909729,0.20085758285542352,0.00015179322162767373,0.00011642540098843047
Battery_Storage,Anhui,Storage,2055,-0.0010923637195900228,0.0,0.0,0.002409722446016031,374.89231704485644,28.91666935219237,112.29728824004026,0.17034742822826296,0.004688256307253314,0.0035958925876632907
Battery_Storage,Anhui,Storage,2060,-5091.012122217195,0.0,0.0,9403.800001468107,1462995199.8850868,112845600.01761729,94.03050455787876,0.20343987665113475,21849.83743440856,16758.825312191366
Battery_Storage,Fujian,Storage,2020,-2.8016790226652344e-06,0.0,0.0,4.389852408380515e-06,0.7636336394525125,0.0589162091728749,89.18758522598083,0.23983015940654484,1.2024373487833626e-05,9.22269446516839e-06
Battery_Storage,Fujian,Storage,2025,-3.769345422033033e-06,0.0,0.0,5.482625531554261e-06,0.9537262073830385,0.07358231725898974,82.79336060226485,0.258352513127081,1.6177448163231892e-05,1.2408102741198858e-05
Battery_Storage,Fujian,Storage,2030,-6.090823232741207e-06,0.0,0.0,9.495948928757549e-06,1.5865228469458525,0.12239235641577612,85.23247012725727,0.24103103306452484,2.6140872243524472e-05,2.0050049010783265e-05
Battery_Storage,Fujian,Storage,2035,-9.029122254794307e-06,0.0,0.0,1.4327427806516734e-05,2.2574968561105373,0.17413212267657763,81.81111921640972,0.23681687252289726,3.875159766006144e-05,2.9722475405267125e-05
Battery_Storage,Fujian,Storage,2040,-1.3341525012985662e-05,0.0,0.0,2.2092130218355438e-05,3.4454051164409005,0.2657557210106122,84.50158573505996,0.22693590668656966,5.7259764004230305e-05,4.391823899124464e-05
Battery_Storage,Fujian,Storage,2045,-1.9299001467300862e-05,0.0,0.0,3.183639602256798e-05,4.95294397534892,0.3820367522708158,83.97665523579361,0.22779609636732914,8.282833247768613e-05,6.352933101038527e-05
Battery_Storage,Fujian,Storage,2050,-2.8966499666034324e-05,0.0,0.0,4.72876593457208e-05,7.356772647843442,0.5674519121486497,83.10388241118407,0.23018845442200875,0.00012431974105594145,9.535324138990712e-05
Battery_Storage,Fujian,Storage,2055,-0.00011768710630963067,0.0,0.0,0.0002212169713670153,34.41580714099981,2.6546036564041837,95.68835117640099,0.19991518312854598,0.0005050948768653683,0.00038740777055573753
