GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,SuspendGen_total,GenStorageCapacity,GenCapitalRecovery,GenFixedOMCosts
Anhui-Coal_IGCC_RC-12121,2045,Coal_IGCC_RC,Anhui,Coal,2.16818e-05,0,.,2.97315,0.325227
Anhui-Coal_IGCC_RC-12121,2050,Coal_IGCC_RC,Anhui,Coal,4.4331e-05,0,.,6.07896,0.664966
Anhui-Coal_IGCC_RC-12121,2055,Coal_IGCC_RC,Anhui,Coal,5.80728e-05,0,.,7.96332,0.871092
Anhui-Coal_IGCC_RC-12121,2060,Coal_IGCC_RC,Anhui,Coal,7.72663e-05,0,.,10.5953,1.15899
Anhui-Coal_IGCC_RC-12131,2020,Coal_IGCC_RC,Anhui,Coal,2.94331e-06,0,.,0.403606,0.0441497
Anhui-Coal_IGCC_RC-12131,2025,Coal_IGCC_RC,Anhui,Coal,3.99766e-06,0,.,0.548185,0.059965
Anhui-Coal_IGCC_RC-12131,2030,Coal_IGCC_RC,Anhui,Coal,5.61858e-06,0,.,0.770455,0.0842786
Anhui-Coal_IGCC_RC-12131,2035,Coal_IGCC_RC,Anhui,Coal,6.88646e-06,0,.,0.944316,0.103297
Anhui-Coal_IGCC_RC-12131,2040,Coal_IGCC_RC,Anhui,Coal,1.4046e-05,0,.,1.92608,0.210691
Anhui-Coal_IGCC_RC-12131,2045,Coal_IGCC_RC,Anhui,Coal,2.0773e-05,0,.,2.84853,0.311595
Anhui-Coal_IGCC_RC-12131,2050,Coal_IGCC_RC,Anhui,Coal,4.25517e-05,0,.,5.83496,0.638275
Anhui-Coal_IGCC_RC-12131,2055,Coal_IGCC_RC,Anhui,Coal,5.65245e-05,0,.,7.75101,0.847868
Anhui-Coal_IGCC_RC-12131,2060,Coal_IGCC_RC,Anhui,Coal,7.44119e-05,0,.,10.2038,1.11618
Anhui-Commercial_PV-2,2020,Commercial_PV,Anhui,Solar,1.06553e-06,0,.,0.16279,0.015983
Anhui-Commercial_PV-2,2025,Commercial_PV,Anhui,Solar,2.64192e-06,0,.,0.343419,0.0337174
Anhui-Commercial_PV-2,2030,Commercial_PV,Anhui,Solar,9.61456e-06,0,.,0.961274,0.0943793
Anhui-Commercial_PV-2,2035,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-2,2040,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-2,2045,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-2,2050,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-2,2055,Commercial_PV,Anhui,Solar,0.00011057,0,.,6.59085,0.647099
Anhui-Commercial_PV-2,2060,Commercial_PV,Anhui,Solar,0.000206952,0,.,12.1855,1.19639
Anhui-Commercial_PV-3,2020,Commercial_PV,Anhui,Solar,1.06553e-06,0,.,0.16279,0.015983
Anhui-Commercial_PV-3,2025,Commercial_PV,Anhui,Solar,2.64192e-06,0,.,0.343419,0.0337174
Anhui-Commercial_PV-3,2030,Commercial_PV,Anhui,Solar,9.61456e-06,0,.,0.961274,0.0943793
Anhui-Commercial_PV-3,2035,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-3,2040,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-3,2045,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-3,2050,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-3,2055,Commercial_PV,Anhui,Solar,0.00011057,0,.,6.59085,0.647099
Anhui-Commercial_PV-3,2060,Commercial_PV,Anhui,Solar,0.000206952,0,.,12.1855,1.19639
Anhui-Commercial_PV-4,2020,Commercial_PV,Anhui,Solar,1.06553e-06,0,.,0.16279,0.015983
Anhui-Commercial_PV-4,2025,Commercial_PV,Anhui,Solar,2.64192e-06,0,.,0.343419,0.0337174
Anhui-Commercial_PV-4,2030,Commercial_PV,Anhui,Solar,9.61456e-06,0,.,0.961274,0.0943793
Anhui-Commercial_PV-4,2035,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-4,2040,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-4,2045,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-4,2050,Commercial_PV,Anhui,Solar,1133.33,0,.,8.65744e+07,8.5e+06
Anhui-Commercial_PV-4,2055,Commercial_PV,Anhui,Solar,0.00011057,0,.,6.59085,0.647099
Anhui-Commercial_PV-4,2060,Commercial_PV,Anhui,Solar,0.000206952,0,.,12.1855,1.19639
Anhui-Gas_CCGT_OT-12113,2020,Gas_CCGT_OT,Anhui,Gas,3.7847e-06,0,.,0.256691,0.0242221
Anhui-Gas_CCGT_OT-12113,2025,Gas_CCGT_OT,Anhui,Gas,6.02561e-06,0,.,0.408677,0.0385639
Anhui-Gas_CCGT_OT-12113,2030,Gas_CCGT_OT,Anhui,Gas,8.09965e-06,0,.,0.549346,0.0518378
Anhui-Gas_CCGT_OT-12113,2035,Gas_CCGT_OT,Anhui,Gas,14771.8,0,.,1.00187e+09,9.45395e+07
Anhui-Gas_CCGT_OT-12113,2040,Gas_CCGT_OT,Anhui,Gas,14771.8,0,.,1.00187e+09,9.45395e+07
Anhui-Gas_CCGT_OT-12113,2045,Gas_CCGT_OT,Anhui,Gas,14771.8,0,.,1.00187e+09,9.45395e+07
Anhui-Gas_CCGT_OT-12113,2050,Gas_CCGT_OT,Anhui,Gas,14771.8,0,.,1.00187e+09,9.45395e+07
Anhui-Gas_CCGT_OT-12113,2055,Gas_CCGT_OT,Anhui,Gas,0.000103387,0,.,7.01206,0.661677
Anhui-Gas_CCGT_OT-12113,2060,Gas_CCGT_OT,Anhui,Gas,0.000157927,0,.,10.7111,1.01073
Anhui-Gas_CCGT_RC-12123,2020,Gas_CCGT_RC,Anhui,Gas,3.23226e-06,0,.,0.219223,0.0206864
Anhui-Gas_CCGT_RC-12123,2025,Gas_CCGT_RC,Anhui,Gas,4.84152e-06,0,.,0.328368,0.0309857
Anhui-Gas_CCGT_RC-12123,2030,Gas_CCGT_RC,Anhui,Gas,7.09274e-06,0,.,0.481054,0.0453935
Anhui-Gas_CCGT_RC-12123,2035,Gas_CCGT_RC,Anhui,Gas,2.17823e-05,0,.,1.47735,0.139407
Anhui-Gas_CCGT_RC-12123,2040,Gas_CCGT_RC,Anhui,Gas,1.88293e-05,0,.,1.27707,0.120508
Anhui-Gas_CCGT_RC-12123,2045,Gas_CCGT_RC,Anhui,Gas,1.94849e-05,0,.,1.32153,0.124704
Anhui-Gas_CCGT_RC-12123,2050,Gas_CCGT_RC,Anhui,Gas,7.03339e-05,0,.,4.77028,0.450137
Anhui-Gas_CCGT_RC-12123,2055,Gas_CCGT_RC,Anhui,Gas,0.000103605,0,.,7.02683,0.663071
Anhui-Gas_CCGT_RC-12123,2060,Gas_CCGT_RC,Anhui,Gas,0.000156529,0,.,10.6163,1.00178
Anhui-Gas_CCGT_RC-12133,2020,Gas_CCGT_RC,Anhui,Gas,3.25632e-06,0,.,0.220854,0.0208404
Anhui-Gas_CCGT_RC-12133,2025,Gas_CCGT_RC,Anhui,Gas,4.88007e-06,0,.,0.330983,0.0312325
Anhui-Gas_CCGT_RC-12133,2030,Gas_CCGT_RC,Anhui,Gas,7.14713e-06,0,.,0.484743,0.0457417
Anhui-Gas_CCGT_RC-12133,2035,Gas_CCGT_RC,Anhui,Gas,2.17598e-05,0,.,1.47582,0.139263
Anhui-Gas_CCGT_RC-12133,2040,Gas_CCGT_RC,Anhui,Gas,1.87815e-05,0,.,1.27383,0.120202
Anhui-Gas_CCGT_RC-12133,2045,Gas_CCGT_RC,Anhui,Gas,1.93957e-05,0,.,1.31548,0.124132
Anhui-Gas_CCGT_RC-12133,2050,Gas_CCGT_RC,Anhui,Gas,7.01701e-05,0,.,4.75917,0.449089
Anhui-Gas_CCGT_RC-12133,2055,Gas_CCGT_RC,Anhui,Gas,0.000103358,0,.,7.01011,0.661493
Anhui-Gas_CCGT_RC-12133,2060,Gas_CCGT_RC,Anhui,Gas,0.000156151,0,.,10.5907,0.999366
Anhui-Gas_Combustion_Turbine_RC-13107,2020,Gas_Combustion_Turbine_RC,Anhui,Gas,3.43402e-06,0,.,0.16951,0.0159922
Anhui-Gas_Combustion_Turbine_RC-13107,2025,Gas_Combustion_Turbine_RC,Anhui,Gas,5.19807e-06,0,.,0.256587,0.0242074
Anhui-Gas_Combustion_Turbine_RC-13107,2030,Gas_Combustion_Turbine_RC,Anhui,Gas,7.54344e-06,0,.,0.372359,0.0351298
Anhui-Gas_Combustion_Turbine_RC-13107,2035,Gas_Combustion_Turbine_RC,Anhui,Gas,1.16815e-05,0,.,0.57662,0.0544006
Anhui-Gas_Combustion_Turbine_RC-13107,2040,Gas_Combustion_Turbine_RC,Anhui,Gas,1.52547e-05,0,.,0.753004,0.0710413
Anhui-Gas_Combustion_Turbine_RC-13107,2045,Gas_Combustion_Turbine_RC,Anhui,Gas,2.25762e-05,0,.,1.11441,0.105138
Anhui-Gas_Combustion_Turbine_RC-13107,2050,Gas_Combustion_Turbine_RC,Anhui,Gas,0.000508137,0,.,25.0826,2.36639
Anhui-Gas_Combustion_Turbine_RC-13107,2055,Gas_Combustion_Turbine_RC,Anhui,Gas,0.000765808,0,.,37.8018,3.56637
Anhui-Gas_Combustion_Turbine_RC-13107,2060,Gas_Combustion_Turbine_RC,Anhui,Gas,0.00115406,0,.,56.9667,5.37446
Anhui-Nuclear_SMR-13106,2020,Nuclear_SMR,Anhui,Uranium,1380.63,0,.,4.67127e+08,4.97028e+07
Anhui-Nuclear_SMR-13106,2025,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Nuclear_SMR-13106,2030,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Nuclear_SMR-13106,2035,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Nuclear_SMR-13106,2040,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Nuclear_SMR-13106,2045,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Nuclear_SMR-13106,2050,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Nuclear_SMR-13106,2055,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Nuclear_SMR-13106,2060,Nuclear_SMR,Anhui,Uranium,2350,0,.,7.95105e+08,8.46e+07
Anhui-Residential_PV-201,2020,Residential_PV,Anhui,Solar,6.14943e-07,0,.,0.150202,0.0147469
Anhui-Residential_PV-201,2025,Residential_PV,Anhui,Solar,1.27508e-06,0,.,0.271133,0.0266201
Anhui-Residential_PV-201,2030,Residential_PV,Anhui,Solar,3.36902e-06,0,.,0.556325,0.0546203
Anhui-Residential_PV-201,2035,Residential_PV,Anhui,Solar,2.11234e-05,0,.,2.59058,0.254357
Anhui-Residential_PV-201,2040,Residential_PV,Anhui,Solar,2.06279e-05,0,.,2.45243,0.240793
Anhui-Residential_PV-201,2045,Residential_PV,Anhui,Solar,2.0449e-05,0,.,2.37576,0.233265
Anhui-Residential_PV-201,2050,Residential_PV,Anhui,Solar,3.01414e-05,0,.,3.10193,0.304565
Anhui-Residential_PV-201,2055,Residential_PV,Anhui,Solar,5.03175e-05,0,.,4.24102,0.416389
Anhui-Residential_PV-201,2060,Residential_PV,Anhui,Solar,8.51413e-05,0,.,7.07746,0.694892
Anhui-Residential_PV-202,2020,Residential_PV,Anhui,Solar,6.14943e-07,0,.,0.150203,0.014747
Anhui-Residential_PV-202,2025,Residential_PV,Anhui,Solar,1.27508e-06,0,.,0.271133,0.0266201
