GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
Anhui-Central_PV-403,2050,Central_PV,Anhui,Solar,3.9711e-06,.,1.91804
Anhui-Central_PV-403,2055,Central_PV,Anhui,Solar,8500,.,4.0035e+09
Anhui-Central_PV-403,2060,Central_PV,Anhui,Solar,2.46815e-05,.,11.3288
Anhui-Central_PV-404,2020,Central_PV,Anhui,Solar,1.44038e-06,.,1.73277
Anhui-Central_PV-404,2025,Central_PV,Anhui,Solar,2.9508e-06,.,2.66458
Anhui-Central_PV-404,2030,Central_PV,Anhui,Solar,4201.02,.,2.93651e+09
Anhui-Central_PV-404,2035,Central_PV,Anhui,Solar,4298.98,.,2.59229e+09
Anhui-Central_PV-404,2040,Central_PV,Anhui,Solar,1.54837e-07,.,0.0840763
Anhui-Central_PV-404,2045,Central_PV,Anhui,Solar,4.18423e-07,.,0.212141
Anhui-Central_PV-404,2050,Central_PV,Anhui,Solar,3.9711e-06,.,1.91804
Anhui-Central_PV-404,2055,Central_PV,Anhui,Solar,8500,.,4.0035e+09
Anhui-Central_PV-404,2060,Central_PV,Anhui,Solar,2.46815e-05,.,11.3288
Anhui-Coal_1000_OT-12107,2020,Coal_1000_OT,Anhui,Coal,8.71481e-06,.,4.7939
Anhui-Coal_1000_OT-12107,2025,Coal_1000_OT,Anhui,Coal,3.76219e-06,.,2.06953
Anhui-Coal_1000_OT-12107,2030,Coal_1000_OT,Anhui,Coal,5.37928e-06,.,2.95907
Anhui-Coal_1000_OT-12107,2035,Coal_1000_OT,Anhui,Coal,5.15455e-06,.,2.83545
Anhui-Coal_1000_OT-12107,2040,Coal_1000_OT,Anhui,Coal,1.7686e-05,.,9.72882
Anhui-Coal_1000_OT-12107,2045,Coal_1000_OT,Anhui,Coal,2.08997e-05,.,11.4967
Anhui-Coal_1000_OT-12107,2050,Coal_1000_OT,Anhui,Coal,15418.9,.,8.48171e+09
Anhui-Coal_1000_OT-12107,2055,Coal_1000_OT,Anhui,Coal,28300.8,.,1.55679e+10
Anhui-Coal_1000_OT-12107,2060,Coal_1000_OT,Anhui,Coal,13237.3,.,7.28167e+09
Anhui-Coal_1000_RC-12115,2020,Coal_1000_RC,Anhui,Coal,8.36132e-06,.,4.8403
Anhui-Coal_1000_RC-12115,2025,Coal_1000_RC,Anhui,Coal,3.61998e-06,.,2.09558
Anhui-Coal_1000_RC-12115,2030,Coal_1000_RC,Anhui,Coal,5.17688e-06,.,2.99685
Anhui-Coal_1000_RC-12115,2035,Coal_1000_RC,Anhui,Coal,5.00348e-06,.,2.89648
Anhui-Coal_1000_RC-12115,2040,Coal_1000_RC,Anhui,Coal,1.80883e-05,.,10.4712
Anhui-Coal_1000_RC-12115,2045,Coal_1000_RC,Anhui,Coal,2.1199e-05,.,12.2719
Anhui-Coal_1000_RC-12115,2050,Coal_1000_RC,Anhui,Coal,0.000742147,.,429.623
Anhui-Coal_1000_RC-12115,2055,Coal_1000_RC,Anhui,Coal,0.000283327,.,164.016
Anhui-Coal_1000_RC-12115,2060,Coal_1000_RC,Anhui,Coal,0.000460348,.,266.492
Anhui-Coal_1000_RC-12125,2020,Coal_1000_RC,Anhui,Coal,8.70524e-06,.,5.03939
Anhui-Coal_1000_RC-12125,2025,Coal_1000_RC,Anhui,Coal,3.74726e-06,.,2.16926
Anhui-Coal_1000_RC-12125,2030,Coal_1000_RC,Anhui,Coal,4.72482e-06,.,2.73516
Anhui-Coal_1000_RC-12125,2035,Coal_1000_RC,Anhui,Coal,4.98552e-06,.,2.88608
Anhui-Coal_1000_RC-12125,2040,Coal_1000_RC,Anhui,Coal,1.80626e-05,.,10.4563
Anhui-Coal_1000_RC-12125,2045,Coal_1000_RC,Anhui,Coal,1.942e-05,.,11.2421
Anhui-Coal_1000_RC-12125,2050,Coal_1000_RC,Anhui,Coal,0.000727056,.,420.887
Anhui-Coal_1000_RC-12125,2055,Coal_1000_RC,Anhui,Coal,0.000296843,.,171.84
Anhui-Coal_1000_RC-12125,2060,Coal_1000_RC,Anhui,Coal,0.000463886,.,268.54
Anhui-Coal_300_OT-12111,2020,Coal_300_OT,Anhui,Coal,6.00273e-06,.,3.55308
Anhui-Coal_300_OT-12111,2025,Coal_300_OT,Anhui,Coal,2.08097e-06,.,1.23175
Anhui-Coal_300_OT-12111,2030,Coal_300_OT,Anhui,Coal,3.52327e-06,.,2.08546
Anhui-Coal_300_OT-12111,2035,Coal_300_OT,Anhui,Coal,2.33312e-06,.,1.381
Anhui-Coal_300_OT-12111,2040,Coal_300_OT,Anhui,Coal,1.74551e-05,.,10.3319
Anhui-Coal_300_OT-12111,2045,Coal_300_OT,Anhui,Coal,1.51316e-05,.,8.95655
Anhui-Coal_300_OT-12111,2050,Coal_300_OT,Anhui,Coal,0.000321728,.,190.434
Anhui-Coal_300_OT-12111,2055,Coal_300_OT,Anhui,Coal,0.000143568,.,84.9796
Anhui-Coal_300_OT-12111,2060,Coal_300_OT,Anhui,Coal,0.000217339,.,128.645
Anhui-Coal_300_RC-12119,2020,Coal_300_RC,Anhui,Coal,5.85725e-06,.,3.69236
Anhui-Coal_300_RC-12119,2025,Coal_300_RC,Anhui,Coal,2.30709e-06,.,1.45437
Anhui-Coal_300_RC-12119,2030,Coal_300_RC,Anhui,Coal,3.33513e-06,.,2.10243
Anhui-Coal_300_RC-12119,2035,Coal_300_RC,Anhui,Coal,2.20681e-06,.,1.39115
Anhui-Coal_300_RC-12119,2040,Coal_300_RC,Anhui,Coal,1.7439e-05,.,10.9934
Anhui-Coal_300_RC-12119,2045,Coal_300_RC,Anhui,Coal,1.49729e-05,.,9.43875
Anhui-Coal_300_RC-12119,2050,Coal_300_RC,Anhui,Coal,0.000210949,.,132.981
Anhui-Coal_300_RC-12119,2055,Coal_300_RC,Anhui,Coal,9.23539e-05,.,58.2191
Anhui-Coal_300_RC-12119,2060,Coal_300_RC,Anhui,Coal,0.000133812,.,84.354
Anhui-Coal_300_RC-12129,2020,Coal_300_RC,Anhui,Coal,5.85317e-06,.,3.68979
Anhui-Coal_300_RC-12129,2025,Coal_300_RC,Anhui,Coal,2.16123e-06,.,1.36242
Anhui-Coal_300_RC-12129,2030,Coal_300_RC,Anhui,Coal,3.09515e-06,.,1.95116
Anhui-Coal_300_RC-12129,2035,Coal_300_RC,Anhui,Coal,2.21957e-06,.,1.3992
Anhui-Coal_300_RC-12129,2040,Coal_300_RC,Anhui,Coal,1.65824e-05,.,10.4534
Anhui-Coal_300_RC-12129,2045,Coal_300_RC,Anhui,Coal,1.4403e-05,.,9.07953
Anhui-Coal_300_RC-12129,2050,Coal_300_RC,Anhui,Coal,0.000201538,.,127.048
Anhui-Coal_300_RC-12129,2055,Coal_300_RC,Anhui,Coal,9.2936e-05,.,58.586
Anhui-Coal_300_RC-12129,2060,Coal_300_RC,Anhui,Coal,0.000136479,.,86.0353
Anhui-Coal_600_OT-12109,2020,Coal_600_OT,Anhui,Coal,7.06257e-06,.,4.04448
Anhui-Coal_600_OT-12109,2025,Coal_600_OT,Anhui,Coal,2.69753e-06,.,1.54478
Anhui-Coal_600_OT-12109,2030,Coal_600_OT,Anhui,Coal,3.86168e-06,.,2.21144
Anhui-Coal_600_OT-12109,2035,Coal_600_OT,Anhui,Coal,2.86966e-06,.,1.64335
Anhui-Coal_600_OT-12109,2040,Coal_600_OT,Anhui,Coal,1.90691e-05,.,10.9202
Anhui-Coal_600_OT-12109,2045,Coal_600_OT,Anhui,Coal,1.71589e-05,.,9.82627
Anhui-Coal_600_OT-12109,2050,Coal_600_OT,Anhui,Coal,0.000769692,.,440.775
Anhui-Coal_600_OT-12109,2055,Coal_600_OT,Anhui,Coal,0.000356947,.,204.411
Anhui-Coal_600_OT-12109,2060,Coal_600_OT,Anhui,Coal,0.000539313,.,308.845
Anhui-Coal_600_RC-12117,2020,Coal_600_RC,Anhui,Coal,7.24916e-06,.,4.22808
Anhui-Coal_600_RC-12117,2025,Coal_600_RC,Anhui,Coal,2.75627e-06,.,1.6076
Anhui-Coal_600_RC-12117,2030,Coal_600_RC,Anhui,Coal,3.94737e-06,.,2.30231
Anhui-Coal_600_RC-12117,2035,Coal_600_RC,Anhui,Coal,2.84165e-06,.,1.6574
Anhui-Coal_600_RC-12117,2040,Coal_600_RC,Anhui,Coal,1.82651e-05,.,10.6531
Anhui-Coal_600_RC-12117,2045,Coal_600_RC,Anhui,Coal,1.69022e-05,.,9.85824
Anhui-Coal_600_RC-12117,2050,Coal_600_RC,Anhui,Coal,0.000550846,.,321.282
Anhui-Coal_600_RC-12117,2055,Coal_600_RC,Anhui,Coal,0.000244808,.,142.785
Anhui-Coal_600_RC-12117,2060,Coal_600_RC,Anhui,Coal,0.000374882,.,218.65
Anhui-Coal_600_RC-12127,2020,Coal_600_RC,Anhui,Coal,6.96559e-06,.,4.06269
Anhui-Coal_600_RC-12127,2025,Coal_600_RC,Anhui,Coal,2.66221e-06,.,1.55274
Anhui-Coal_600_RC-12127,2030,Coal_600_RC,Anhui,Coal,3.77072e-06,.,2.19928
Anhui-Coal_600_RC-12127,2035,Coal_600_RC,Anhui,Coal,2.43076e-06,.,1.41774
Anhui-Coal_600_RC-12127,2040,Coal_600_RC,Anhui,Coal,1.922e-05,.,11.2101
Anhui-Coal_600_RC-12127,2045,Coal_600_RC,Anhui,Coal,1.69156e-05,.,9.86605
Anhui-Coal_600_RC-12127,2050,Coal_600_RC,Anhui,Coal,0.000550294,.,320.96
Anhui-Coal_600_RC-12127,2055,Coal_600_RC,Anhui,Coal,0.000235025,.,137.078
Anhui-Coal_600_RC-12127,2060,Coal_600_RC,Anhui,Coal,0.000370191,.,215.914
Anhui-Coal_IGCC_RC-12121,2020,Coal_IGCC_RC,Anhui,Coal,2.85477e-06,.,4.66806
Anhui-Coal_IGCC_RC-12121,2025,Coal_IGCC_RC,Anhui,Coal,1.13933e-06,.,1.863
Anhui-Coal_IGCC_RC-12121,2030,Coal_IGCC_RC,Anhui,Coal,1.62525e-06,.,2.65758
Anhui-Coal_IGCC_RC-12121,2035,Coal_IGCC_RC,Anhui,Coal,1.27002e-06,.,2.07672
Anhui-Coal_IGCC_RC-12121,2040,Coal_IGCC_RC,Anhui,Coal,7.7743e-06,.,12.7124
Anhui-Coal_IGCC_RC-12121,2045,Coal_IGCC_RC,Anhui,Coal,7.01813e-06,.,11.4759
Anhui-Coal_IGCC_RC-12121,2050,Coal_IGCC_RC,Anhui,Coal,2.26492e-05,.,37.0356
Anhui-Coal_IGCC_RC-12121,2055,Coal_IGCC_RC,Anhui,Coal,1.37418e-05,.,22.4703
Anhui-Coal_IGCC_RC-12121,2060,Coal_IGCC_RC,Anhui,Coal,2.20482e-05,.,36.0528
Anhui-Coal_IGCC_RC-12131,2020,Coal_IGCC_RC,Anhui,Coal,2.94331e-06,.,4.81285
Anhui-Coal_IGCC_RC-12131,2025,Coal_IGCC_RC,Anhui,Coal,1.05435e-06,.,1.72405
Anhui-Coal_IGCC_RC-12131,2030,Coal_IGCC_RC,Anhui,Coal,1.62091e-06,.,2.65048
Anhui-Coal_IGCC_RC-12131,2035,Coal_IGCC_RC,Anhui,Coal,1.26788e-06,.,2.07322
Anhui-Coal_IGCC_RC-12131,2040,Coal_IGCC_RC,Anhui,Coal,7.15958e-06,.,11.7072
Anhui-Coal_IGCC_RC-12131,2045,Coal_IGCC_RC,Anhui,Coal,6.72695e-06,.,10.9998
Anhui-Coal_IGCC_RC-12131,2050,Coal_IGCC_RC,Anhui,Coal,2.17787e-05,.,35.612
Anhui-Coal_IGCC_RC-12131,2055,Coal_IGCC_RC,Anhui,Coal,1.39729e-05,.,22.8482
Anhui-Coal_IGCC_RC-12131,2060,Coal_IGCC_RC,Anhui,Coal,2.08307e-05,.,34.0619
Anhui-Commercial_PV-2,2020,Commercial_PV,Anhui,Solar,1.06553e-06,.,1.5983
Anhui-Commercial_PV-2,2025,Commercial_PV,Anhui,Solar,1.57639e-06,.,1.77344
Anhui-Commercial_PV-2,2030,Commercial_PV,Anhui,Solar,6.97264e-06,.,6.06619
Anhui-Commercial_PV-2,2035,Commercial_PV,Anhui,Solar,1133.33,.,8.5e+08
Anhui-Commercial_PV-2,2040,Commercial_PV,Anhui,Solar,8.6906e-08,.,0.0586616
Anhui-Commercial_PV-2,2045,Commercial_PV,Anhui,Solar,1.92821e-07,.,0.121477
Anhui-Commercial_PV-2,2050,Commercial_PV,Anhui,Solar,6.7852e-07,.,0.407112
Anhui-Commercial_PV-2,2055,Commercial_PV,Anhui,Solar,0.000109611,.,64.1227
Anhui-Commercial_PV-2,2060,Commercial_PV,Anhui,Solar,9.64696e-05,.,54.9877
Anhui-Commercial_PV-3,2020,Commercial_PV,Anhui,Solar,1.06553e-06,.,1.5983
Anhui-Commercial_PV-3,2025,Commercial_PV,Anhui,Solar,1.57639e-06,.,1.77344
Anhui-Commercial_PV-3,2030,Commercial_PV,Anhui,Solar,6.97264e-06,.,6.06619
Anhui-Commercial_PV-3,2035,Commercial_PV,Anhui,Solar,1133.33,.,8.5e+08
Anhui-Commercial_PV-3,2040,Commercial_PV,Anhui,Solar,8.6906e-08,.,0.0586616
Anhui-Commercial_PV-3,2045,Commercial_PV,Anhui,Solar,1.92821e-07,.,0.121477
Anhui-Commercial_PV-3,2050,Commercial_PV,Anhui,Solar,6.7852e-07,.,0.407112
Anhui-Commercial_PV-3,2055,Commercial_PV,Anhui,Solar,0.000109611,.,64.1227
Anhui-Commercial_PV-3,2060,Commercial_PV,Anhui,Solar,9.64696e-05,.,54.9877
Anhui-Commercial_PV-4,2020,Commercial_PV,Anhui,Solar,1.06553e-06,.,1.5983
Anhui-Commercial_PV-4,2025,Commercial_PV,Anhui,Solar,1.57639e-06,.,1.77344
Anhui-Commercial_PV-4,2030,Commercial_PV,Anhui,Solar,6.97264e-06,.,6.06619
Anhui-Commercial_PV-4,2035,Commercial_PV,Anhui,Solar,1133.33,.,8.5e+08
Anhui-Commercial_PV-4,2040,Commercial_PV,Anhui,Solar,8.6906e-08,.,0.0586616
Anhui-Commercial_PV-4,2045,Commercial_PV,Anhui,Solar,1.92821e-07,.,0.121477
Anhui-Commercial_PV-4,2050,Commercial_PV,Anhui,Solar,6.7852e-07,.,0.407112
Anhui-Commercial_PV-4,2055,Commercial_PV,Anhui,Solar,0.000109611,.,64.1227
Anhui-Commercial_PV-4,2060,Commercial_PV,Anhui,Solar,9.64696e-05,.,54.9877
Anhui-Gas_CCGT_OT-12113,2020,Gas_CCGT_OT,Anhui,Gas,3.7847e-06,.,2.52023
Anhui-Gas_CCGT_OT-12113,2025,Gas_CCGT_OT,Anhui,Gas,2.24091e-06,.,1.49222
Anhui-Gas_CCGT_OT-12113,2030,Gas_CCGT_OT,Anhui,Gas,2.07404e-06,.,1.3811
Anhui-Gas_CCGT_OT-12113,2035,Gas_CCGT_OT,Anhui,Gas,14771.8,.,9.83654e+09
Anhui-Gas_CCGT_OT-12113,2040,Gas_CCGT_OT,Anhui,Gas,6.87901e-08,.,0.0458073
Anhui-Gas_CCGT_OT-12113,2045,Gas_CCGT_OT,Anhui,Gas,1.51915e-07,.,0.10116
Anhui-Gas_CCGT_OT-12113,2050,Gas_CCGT_OT,Anhui,Gas,8.64641e-07,.,0.575764
Anhui-Gas_CCGT_OT-12113,2055,Gas_CCGT_OT,Anhui,Gas,0.000102302,.,68.1227
Anhui-Gas_CCGT_OT-12113,2060,Gas_CCGT_OT,Anhui,Gas,5.46087e-05,.,36.3639
Anhui-Gas_CCGT_RC-12123,2020,Gas_CCGT_RC,Anhui,Gas,3.23226e-06,.,2.15236
Anhui-Gas_CCGT_RC-12123,2025,Gas_CCGT_RC,Anhui,Gas,1.60926e-06,.,1.07161
Anhui-Gas_CCGT_RC-12123,2030,Gas_CCGT_RC,Anhui,Gas,2.25122e-06,.,1.49909
Anhui-Gas_CCGT_RC-12123,2035,Gas_CCGT_RC,Anhui,Gas,1.46896e-05,.,9.78181
Anhui-Gas_CCGT_RC-12123,2040,Gas_CCGT_RC,Anhui,Gas,2.79254e-07,.,0.185956
Anhui-Gas_CCGT_RC-12123,2045,Gas_CCGT_RC,Anhui,Gas,2.26485e-06,.,1.50816
Anhui-Gas_CCGT_RC-12123,2050,Gas_CCGT_RC,Anhui,Gas,5.31002e-05,.,35.3594
Anhui-Gas_CCGT_RC-12123,2055,Gas_CCGT_RC,Anhui,Gas,4.79606e-05,.,31.9369
Anhui-Gas_CCGT_RC-12123,2060,Gas_CCGT_RC,Anhui,Gas,5.32029e-05,.,35.4278
Anhui-Gas_CCGT_RC-12133,2020,Gas_CCGT_RC,Anhui,Gas,3.25632e-06,.,2.16838
Anhui-Gas_CCGT_RC-12133,2025,Gas_CCGT_RC,Anhui,Gas,1.62376e-06,.,1.08126
Anhui-Gas_CCGT_RC-12133,2030,Gas_CCGT_RC,Anhui,Gas,2.26706e-06,.,1.50964
Anhui-Gas_CCGT_RC-12133,2035,Gas_CCGT_RC,Anhui,Gas,1.46126e-05,.,9.73055
Anhui-Gas_CCGT_RC-12133,2040,Gas_CCGT_RC,Anhui,Gas,2.78051e-07,.,0.185154
Anhui-Gas_CCGT_RC-12133,2045,Gas_CCGT_RC,Anhui,Gas,2.23791e-06,.,1.49022
Anhui-Gas_CCGT_RC-12133,2050,Gas_CCGT_RC,Anhui,Gas,5.30415e-05,.,35.3204
Anhui-Gas_CCGT_RC-12133,2055,Gas_CCGT_RC,Anhui,Gas,4.78008e-05,.,31.8306
Anhui-Gas_CCGT_RC-12133,2060,Gas_CCGT_RC,Anhui,Gas,5.30707e-05,.,35.3398
Anhui-Gas_Combustion_Turbine_RC-13107,2020,Gas_Combustion_Turbine_RC,Anhui,Gas,3.43402e-06,.,1.66427
Anhui-Gas_Combustion_Turbine_RC-13107,2025,Gas_Combustion_Turbine_RC,Anhui,Gas,1.76405e-06,.,0.854936
Anhui-Gas_Combustion_Turbine_RC-13107,2030,Gas_Combustion_Turbine_RC,Anhui,Gas,2.34536e-06,.,1.13666
Anhui-Gas_Combustion_Turbine_RC-13107,2035,Gas_Combustion_Turbine_RC,Anhui,Gas,4.13802e-06,.,2.00546
Anhui-Gas_Combustion_Turbine_RC-13107,2040,Gas_Combustion_Turbine_RC,Anhui,Gas,7.0073e-06,.,3.39604
Anhui-Gas_Combustion_Turbine_RC-13107,2045,Gas_Combustion_Turbine_RC,Anhui,Gas,9.08556e-06,.,4.40325
Anhui-Gas_Combustion_Turbine_RC-13107,2050,Gas_Combustion_Turbine_RC,Anhui,Gas,0.000487906,.,236.46
Anhui-Gas_Combustion_Turbine_RC-13107,2055,Gas_Combustion_Turbine_RC,Anhui,Gas,0.000261809,.,126.884
Anhui-Gas_Combustion_Turbine_RC-13107,2060,Gas_Combustion_Turbine_RC,Anhui,Gas,0.000395259,.,191.56
Anhui-Nuclear_SMR-13106,2020,Nuclear_SMR,Anhui,Uranium,1380.63,.,5.57031e+09
Anhui-Nuclear_SMR-13106,2025,Nuclear_SMR,Anhui,Uranium,969.367,.,3.91101e+09
Anhui-Nuclear_SMR-13106,2030,Nuclear_SMR,Anhui,Uranium,1.53003e-08,.,0.0617305
Anhui-Nuclear_SMR-13106,2035,Nuclear_SMR,Anhui,Uranium,3.89021e-08,.,0.156955
Anhui-Nuclear_SMR-13106,2040,Nuclear_SMR,Anhui,Uranium,4.79071e-08,.,0.193286
Anhui-Nuclear_SMR-13106,2045,Nuclear_SMR,Anhui,Uranium,7.76624e-08,.,0.313337
Anhui-Nuclear_SMR-13106,2050,Nuclear_SMR,Anhui,Uranium,1.68336e-07,.,0.67917
Anhui-Nuclear_SMR-13106,2055,Nuclear_SMR,Anhui,Uranium,3.69572e-07,.,1.49108
Anhui-Nuclear_SMR-13106,2060,Nuclear_SMR,Anhui,Uranium,1380.63,.,5.57031e+09
Anhui-Residential_PV-201,2020,Residential_PV,Anhui,Solar,6.14943e-07,.,1.47471
Anhui-Residential_PV-201,2025,Residential_PV,Anhui,Solar,6.60136e-07,.,1.18732
Anhui-Residential_PV-201,2030,Residential_PV,Anhui,Solar,2.09394e-06,.,2.80006
Anhui-Residential_PV-201,2035,Residential_PV,Anhui,Solar,1.77543e-05,.,19.9726
Anhui-Residential_PV-201,2040,Residential_PV,Anhui,Solar,1.19524e-07,.,0.118334
Anhui-Residential_PV-201,2045,Residential_PV,Anhui,Solar,4.8124e-07,.,0.434541
Anhui-Residential_PV-201,2050,Residential_PV,Anhui,Solar,1.17863e-05,.,9.92967
Anhui-Residential_PV-201,2055,Residential_PV,Anhui,Solar,3.79304e-05,.,31.1564
Anhui-Residential_PV-201,2060,Residential_PV,Anhui,Solar,3.49434e-05,.,27.9669
Anhui-Residential_PV-202,2020,Residential_PV,Anhui,Solar,6.14943e-07,.,1.47471
Anhui-Residential_PV-202,2025,Residential_PV,Anhui,Solar,6.60135e-07,.,1.18732
Anhui-Residential_PV-202,2030,Residential_PV,Anhui,Solar,2.09393e-06,.,2.80005
Anhui-Residential_PV-202,2035,Residential_PV,Anhui,Solar,1.77543e-05,.,19.9726
Anhui-Residential_PV-202,2040,Residential_PV,Anhui,Solar,1.19524e-07,.,0.118334
Anhui-Residential_PV-202,2045,Residential_PV,Anhui,Solar,4.8124e-07,.,0.434541
Anhui-Residential_PV-202,2050,Residential_PV,Anhui,Solar,1.17862e-05,.,9.92958
Anhui-Residential_PV-202,2055,Residential_PV,Anhui,Solar,3.79305e-05,.,31.1565
Anhui-Residential_PV-202,2060,Residential_PV,Anhui,Solar,3.49434e-05,.,27.9669
Anhui-Residential_PV-203,2020,Residential_PV,Anhui,Solar,6.14943e-07,.,1.47471
Anhui-Residential_PV-203,2025,Residential_PV,Anhui,Solar,6.60135e-07,.,1.18731
Anhui-Residential_PV-203,2030,Residential_PV,Anhui,Solar,2.09394e-06,.,2.80005
Anhui-Residential_PV-203,2035,Residential_PV,Anhui,Solar,1.77543e-05,.,19.9726
Anhui-Residential_PV-203,2040,Residential_PV,Anhui,Solar,1.19524e-07,.,0.118334
Anhui-Residential_PV-203,2045,Residential_PV,Anhui,Solar,4.8124e-07,.,0.434541
Anhui-Residential_PV-203,2050,Residential_PV,Anhui,Solar,1.17863e-05,.,9.92966
Anhui-Residential_PV-203,2055,Residential_PV,Anhui,Solar,3.79304e-05,.,31.1564
Anhui-Residential_PV-203,2060,Residential_PV,Anhui,Solar,3.49434e-05,.,27.9669
Anhui-Residential_PV-204,2020,Residential_PV,Anhui,Solar,6.14944e-07,.,1.47471
Anhui-Residential_PV-204,2025,Residential_PV,Anhui,Solar,6.60132e-07,.,1.18731
Anhui-Residential_PV-204,2030,Residential_PV,Anhui,Solar,2.09393e-06,.,2.80005
Anhui-Residential_PV-204,2035,Residential_PV,Anhui,Solar,1.77543e-05,.,19.9726
Anhui-Residential_PV-204,2040,Residential_PV,Anhui,Solar,1.19524e-07,.,0.118334
Anhui-Residential_PV-204,2045,Residential_PV,Anhui,Solar,4.8124e-07,.,0.434541
Anhui-Residential_PV-204,2050,Residential_PV,Anhui,Solar,1.17863e-05,.,9.92967
Anhui-Residential_PV-204,2055,Residential_PV,Anhui,Solar,3.79304e-05,.,31.1564
Anhui-Residential_PV-204,2060,Residential_PV,Anhui,Solar,3.49434e-05,.,27.9669
Anhui-Wind-1081,2020,Wind,Anhui,Wind,8.2307e-06,.,9.3208
Anhui-Wind-1081,2025,Wind,Anhui,Wind,1806,.,1.88201e+09
Anhui-Wind-1081,2030,Wind,Anhui,Wind,1.74712e-07,.,0.16261
Anhui-Wind-1081,2035,Wind,Anhui,Wind,6.33816e-08,.,0.05423
Anhui-Wind-1081,2040,Wind,Anhui,Wind,1.84555e-08,.,0.0146474
Anhui-Wind-1081,2045,Wind,Anhui,Wind,2.85713e-08,.,0.0215403
Anhui-Wind-1081,2050,Wind,Anhui,Wind,5.78284e-06,.,4.20946
Anhui-Wind-1081,2055,Wind,Anhui,Wind,1806,.,1.29645e+09
Anhui-Wind-1081,2060,Wind,Anhui,Wind,8.41518e-06,.,6.04088
Anhui-Wind-1082,2020,Wind,Anhui,Wind,8.2307e-06,.,9.3208
Anhui-Wind-1082,2025,Wind,Anhui,Wind,1806,.,1.88201e+09
Anhui-Wind-1082,2030,Wind,Anhui,Wind,1.74712e-07,.,0.16261
Anhui-Wind-1082,2035,Wind,Anhui,Wind,6.33816e-08,.,0.05423
