GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,SuspendGen_total,GenStorageCapacity,GenCapitalRecovery,GenFixedOMCosts
Shanghai-Battery_Storage-11180,2040,Battery_Storage,Shanghai,Storage,2.14299e-05,0,8.57197e-05,3.33523,0.257257
Shanghai-Battery_Storage-11180,2045,Battery_Storage,Shanghai,Storage,3.51031e-05,0,0.000140412,5.46115,0.421237
Shanghai-Battery_Storage-11180,2050,Battery_Storage,Shanghai,Storage,4.84301e-05,0,0.00019372,7.53451,0.581161
Shanghai-Battery_Storage-11180,2055,Battery_Storage,Shanghai,Storage,0.000139822,0,0.000559289,21.7528,1.67787
Shanghai-Battery_Storage-11180,2060,Battery_Storage,Shanghai,Storage,6626.7,0,26506.8,1.03095e+09,7.95204e+07
Shanghai-Central_PV-509,2020,Central_PV,Shanghai,Solar,1.96228e-06,0,.,0.240435,0.0235474
Shanghai-Central_PV-509,2025,Central_PV,Shanghai,Solar,8.10606e-06,0,.,0.993221,0.0972728
Shanghai-Central_PV-509,2030,Central_PV,Shanghai,Solar,5001,0,.,6.12764e+08,6.0012e+07
Shanghai-Central_PV-509,2035,Central_PV,Shanghai,Solar,5001,0,.,6.12764e+08,6.0012e+07
Shanghai-Central_PV-509,2040,Central_PV,Shanghai,Solar,5001,0,.,6.12764e+08,6.0012e+07
Shanghai-Central_PV-509,2045,Central_PV,Shanghai,Solar,5001,0,.,6.12764e+08,6.0012e+07
Shanghai-Central_PV-509,2050,Central_PV,Shanghai,Solar,1.15011e-05,0,.,1.4092,0.138013
Shanghai-Central_PV-509,2055,Central_PV,Shanghai,Solar,1.93088e-05,0,.,2.36587,0.231705
Shanghai-Central_PV-509,2060,Central_PV,Shanghai,Solar,3.28974e-05,0,.,4.03086,0.394769
Shanghai-Coal_1000_OT-11911,2020,Coal_1000_OT,Shanghai,Coal,912.763,0,.,4.21061e+07,4.60398e+06
Shanghai-Coal_1000_OT-11911,2025,Coal_1000_OT,Shanghai,Coal,6107.76,0,.,2.81753e+08,3.08076e+07
Shanghai-Coal_1000_OT-11911,2030,Coal_1000_OT,Shanghai,Coal,6107.76,0,.,2.81753e+08,3.08076e+07
Shanghai-Coal_1000_OT-11911,2035,Coal_1000_OT,Shanghai,Coal,6107.76,0,.,2.81753e+08,3.08076e+07
Shanghai-Coal_1000_OT-11911,2040,Coal_1000_OT,Shanghai,Coal,13634.8,0,.,6.28977e+08,6.87738e+07
Shanghai-Coal_1000_OT-11911,2045,Coal_1000_OT,Shanghai,Coal,18481.9,0,.,8.52577e+08,9.32227e+07
Shanghai-Coal_1000_OT-11911,2050,Coal_1000_OT,Shanghai,Coal,26622,0,.,1.22808e+09,1.34281e+08
Shanghai-Coal_1000_OT-11911,2055,Coal_1000_OT,Shanghai,Coal,37767.2,0,.,1.74221e+09,1.90498e+08
Shanghai-Coal_1000_OT-11911,2060,Coal_1000_OT,Shanghai,Coal,38048.3,0,.,1.75518e+09,1.91916e+08
Shanghai-Coal_1000_RC-11919,2020,Coal_1000_RC,Shanghai,Coal,4.46862e-05,0,.,2.16934,0.237239
Shanghai-Coal_1000_RC-11919,2025,Coal_1000_RC,Shanghai,Coal,9.55002e-05,0,.,4.63615,0.507011
Shanghai-Coal_1000_RC-11919,2030,Coal_1000_RC,Shanghai,Coal,9.55357e-05,0,.,4.63787,0.507199
Shanghai-Coal_1000_RC-11919,2035,Coal_1000_RC,Shanghai,Coal,9.56055e-05,0,.,4.64126,0.507569
Shanghai-Coal_1000_RC-11919,2040,Coal_1000_RC,Shanghai,Coal,0.000273874,0,.,13.2955,1.454
Shanghai-Coal_1000_RC-11919,2045,Coal_1000_RC,Shanghai,Coal,0.000395074,0,.,19.1792,2.09745
Shanghai-Coal_1000_RC-11919,2050,Coal_1000_RC,Shanghai,Coal,0.000588467,0,.,28.5677,3.12417
Shanghai-Coal_1000_RC-11919,2055,Coal_1000_RC,Shanghai,Coal,0.000773812,0,.,37.5655,4.10817
Shanghai-Coal_1000_RC-11919,2060,Coal_1000_RC,Shanghai,Coal,0.000876886,0,.,42.5693,4.65539
Shanghai-Coal_1000_SEA-11929,2020,Coal_1000_SEA,Shanghai,Coal,4.45997e-05,0,.,2.16511,0.23678
Shanghai-Coal_1000_SEA-11929,2025,Coal_1000_SEA,Shanghai,Coal,9.7602e-05,0,.,4.73812,0.518169
Shanghai-Coal_1000_SEA-11929,2030,Coal_1000_SEA,Shanghai,Coal,9.76375e-05,0,.,4.73984,0.518357
Shanghai-Coal_1000_SEA-11929,2035,Coal_1000_SEA,Shanghai,Coal,9.77072e-05,0,.,4.74323,0.518727
Shanghai-Coal_1000_SEA-11929,2040,Coal_1000_SEA,Shanghai,Coal,0.000280001,0,.,13.5927,1.48653
Shanghai-Coal_1000_SEA-11929,2045,Coal_1000_SEA,Shanghai,Coal,0.000404355,0,.,19.6295,2.14672
Shanghai-Coal_1000_SEA-11929,2050,Coal_1000_SEA,Shanghai,Coal,0.000607776,0,.,29.5047,3.22668
Shanghai-Coal_1000_SEA-11929,2055,Coal_1000_SEA,Shanghai,Coal,0.000799355,0,.,38.8049,4.24377
Shanghai-Coal_1000_SEA-11929,2060,Coal_1000_SEA,Shanghai,Coal,0.000898564,0,.,43.6211,4.77048
Shanghai-Coal_300_OT-11915,2020,Coal_300_OT,Shanghai,Coal,1.91343e-05,0,.,0.971789,0.108855
Shanghai-Coal_300_OT-11915,2025,Coal_300_OT,Shanghai,Coal,3.07451e-05,0,.,1.56148,0.174909
Shanghai-Coal_300_OT-11915,2030,Coal_300_OT,Shanghai,Coal,3.0782e-05,0,.,1.56335,0.175119
Shanghai-Coal_300_OT-11915,2035,Coal_300_OT,Shanghai,Coal,3.08568e-05,0,.,1.56715,0.175544
Shanghai-Coal_300_OT-11915,2040,Coal_300_OT,Shanghai,Coal,0.00010076,0,.,5.11738,0.573223
Shanghai-Coal_300_OT-11915,2045,Coal_300_OT,Shanghai,Coal,0.000148179,0,.,7.52569,0.842989
Shanghai-Coal_300_OT-11915,2050,Coal_300_OT,Shanghai,Coal,0.000216753,0,.,11.0084,1.23311
Shanghai-Coal_300_OT-11915,2055,Coal_300_OT,Shanghai,Coal,0.00028272,0,.,14.3588,1.6084
Shanghai-Coal_300_OT-11915,2060,Coal_300_OT,Shanghai,Coal,0.000383535,0,.,19.4789,2.18193
Shanghai-Coal_300_RC-11923,2020,Coal_300_RC,Shanghai,Coal,1.2829e-05,0,.,0.693914,0.0777307
Shanghai-Coal_300_RC-11923,2025,Coal_300_RC,Shanghai,Coal,2.09371e-05,0,.,1.13248,0.126858
Shanghai-Coal_300_RC-11923,2030,Coal_300_RC,Shanghai,Coal,2.09745e-05,0,.,1.1345,0.127085
Shanghai-Coal_300_RC-11923,2035,Coal_300_RC,Shanghai,Coal,2.10509e-05,0,.,1.13864,0.127548
Shanghai-Coal_300_RC-11923,2040,Coal_300_RC,Shanghai,Coal,6.89441e-05,0,.,3.72916,0.417732
Shanghai-Coal_300_RC-11923,2045,Coal_300_RC,Shanghai,Coal,0.000101591,0,.,5.49503,0.615542
Shanghai-Coal_300_RC-11923,2050,Coal_300_RC,Shanghai,Coal,0.000148448,0,.,8.02952,0.899449
Shanghai-Coal_300_RC-11923,2055,Coal_300_RC,Shanghai,Coal,0.000193085,0,.,10.4439,1.1699
Shanghai-Coal_300_RC-11923,2060,Coal_300_RC,Shanghai,Coal,0.000250464,0,.,13.5475,1.51756
Shanghai-Coal_300_SEA-11933,2020,Coal_300_SEA,Shanghai,Coal,1.31288e-05,0,.,0.710126,0.0795477
Shanghai-Coal_300_SEA-11933,2025,Coal_300_SEA,Shanghai,Coal,2.12802e-05,0,.,1.15102,0.128937
Shanghai-Coal_300_SEA-11933,2030,Coal_300_SEA,Shanghai,Coal,2.13176e-05,0,.,1.15305,0.129163
Shanghai-Coal_300_SEA-11933,2035,Coal_300_SEA,Shanghai,Coal,2.13938e-05,0,.,1.15717,0.129625
Shanghai-Coal_300_SEA-11933,2040,Coal_300_SEA,Shanghai,Coal,6.97004e-05,0,.,3.77002,0.422314
Shanghai-Coal_300_SEA-11933,2045,Coal_300_SEA,Shanghai,Coal,0.000101338,0,.,5.48127,0.614007
Shanghai-Coal_300_SEA-11933,2050,Coal_300_SEA,Shanghai,Coal,0.00014889,0,.,8.05332,0.902125
Shanghai-Coal_300_SEA-11933,2055,Coal_300_SEA,Shanghai,Coal,0.000193083,0,.,10.4436,1.16989
Shanghai-Coal_300_SEA-11933,2060,Coal_300_SEA,Shanghai,Coal,0.000249515,0,.,13.496,1.51181
Shanghai-Coal_600_OT-11913,2020,Coal_600_OT,Shanghai,Coal,4.39072e-05,0,.,2.10858,0.230557
Shanghai-Coal_600_OT-11913,2025,Coal_600_OT,Shanghai,Coal,6.86277e-05,0,.,3.29575,0.360364
Shanghai-Coal_600_OT-11913,2030,Coal_600_OT,Shanghai,Coal,6.86636e-05,0,.,3.29748,0.360552
Shanghai-Coal_600_OT-11913,2035,Coal_600_OT,Shanghai,Coal,6.87354e-05,0,.,3.30093,0.36093
Shanghai-Coal_600_OT-11913,2040,Coal_600_OT,Shanghai,Coal,0.000223159,0,.,10.7169,1.17181
Shanghai-Coal_600_OT-11913,2045,Coal_600_OT,Shanghai,Coal,0.000333241,0,.,16.0035,1.74985
Shanghai-Coal_600_OT-11913,2050,Coal_600_OT,Shanghai,Coal,0.000489174,0,.,23.492,2.56865
Shanghai-Coal_600_OT-11913,2055,Coal_600_OT,Shanghai,Coal,0.000665058,0,.,31.9385,3.49222
Shanghai-Coal_600_OT-11913,2060,Coal_600_OT,Shanghai,Coal,0.000918254,0,.,44.098,4.82175
Shanghai-Coal_600_RC-11921,2020,Coal_600_RC,Shanghai,Coal,3.19441e-05,0,.,1.56244,0.170869
Shanghai-Coal_600_RC-11921,2025,Coal_600_RC,Shanghai,Coal,5.20771e-05,0,.,2.54717,0.27856
Shanghai-Coal_600_RC-11921,2030,Coal_600_RC,Shanghai,Coal,5.21132e-05,0,.,2.54894,0.278753
Shanghai-Coal_600_RC-11921,2035,Coal_600_RC,Shanghai,Coal,5.21856e-05,0,.,2.55248,0.279141
Shanghai-Coal_600_RC-11921,2040,Coal_600_RC,Shanghai,Coal,0.000168734,0,.,8.25306,0.902561
Shanghai-Coal_600_RC-11921,2045,Coal_600_RC,Shanghai,Coal,0.000251813,0,.,12.3166,1.34695
Shanghai-Coal_600_RC-11921,2050,Coal_600_RC,Shanghai,Coal,0.000370502,0,.,18.1218,1.98181
Shanghai-Coal_600_RC-11921,2055,Coal_600_RC,Shanghai,Coal,0.000492299,0,.,24.0791,2.63331
Shanghai-Coal_600_RC-11921,2060,Coal_600_RC,Shanghai,Coal,0.000656302,0,.,32.1007,3.51056
Shanghai-Coal_600_SEA-11931,2020,Coal_600_SEA,Shanghai,Coal,3.24261e-05,0,.,1.58599,0.173447
Shanghai-Coal_600_SEA-11931,2025,Coal_600_SEA,Shanghai,Coal,5.21834e-05,0,.,2.55234,0.279129
Shanghai-Coal_600_SEA-11931,2030,Coal_600_SEA,Shanghai,Coal,5.22195e-05,0,.,2.5541,0.279322
Shanghai-Coal_600_SEA-11931,2035,Coal_600_SEA,Shanghai,Coal,5.22919e-05,0,.,2.55765,0.279709
Shanghai-Coal_600_SEA-11931,2040,Coal_600_SEA,Shanghai,Coal,0.000168394,0,.,8.23633,0.900742
Shanghai-Coal_600_SEA-11931,2045,Coal_600_SEA,Shanghai,Coal,0.000247255,0,.,12.0935,1.32257
Shanghai-Coal_600_SEA-11931,2050,Coal_600_SEA,Shanghai,Coal,0.000364911,0,.,17.8481,1.95191
Shanghai-Coal_600_SEA-11931,2055,Coal_600_SEA,Shanghai,Coal,0.000491042,0,.,24.0173,2.62658
Shanghai-Coal_600_SEA-11931,2060,Coal_600_SEA,Shanghai,Coal,0.000653086,0,.,31.9431,3.49336
Shanghai-Coal_IGCC_RC-11925,2020,Coal_IGCC_RC,Shanghai,Coal,2.13614e-06,0,.,0.292921,0.0320421
Shanghai-Coal_IGCC_RC-11925,2025,Coal_IGCC_RC,Shanghai,Coal,3.72247e-06,0,.,0.510449,0.0558371
Shanghai-Coal_IGCC_RC-11925,2030,Coal_IGCC_RC,Shanghai,Coal,3.78113e-06,0,.,0.518493,0.056717
Shanghai-Coal_IGCC_RC-11925,2035,Coal_IGCC_RC,Shanghai,Coal,3.90354e-06,0,.,0.535279,0.0585531
Shanghai-Coal_IGCC_RC-11925,2040,Coal_IGCC_RC,Shanghai,Coal,1.13453e-05,0,.,1.55574,0.170179
Shanghai-Coal_IGCC_RC-11925,2045,Coal_IGCC_RC,Shanghai,Coal,1.66804e-05,0,.,2.28733,0.250206
Shanghai-Coal_IGCC_RC-11925,2050,Coal_IGCC_RC,Shanghai,Coal,2.43173e-05,0,.,3.33454,0.364759
Shanghai-Coal_IGCC_RC-11925,2055,Coal_IGCC_RC,Shanghai,Coal,3.04892e-05,0,.,4.18088,0.457338
Shanghai-Coal_IGCC_RC-11925,2060,Coal_IGCC_RC,Shanghai,Coal,3.77411e-05,0,.,5.1753,0.566116
Shanghai-Commercial_PV-109,2020,Commercial_PV,Shanghai,Solar,1.30813e-06,0,.,0.199854,0.0196219
Shanghai-Commercial_PV-109,2025,Commercial_PV,Shanghai,Solar,3.30631e-06,0,.,0.505132,0.0495947
Shanghai-Commercial_PV-109,2030,Commercial_PV,Shanghai,Solar,330.291,0,.,5.04613e+07,4.95436e+06
Shanghai-Commercial_PV-109,2035,Commercial_PV,Shanghai,Solar,2200,0,.,3.36112e+08,3.3e+07
Shanghai-Commercial_PV-109,2040,Commercial_PV,Shanghai,Solar,2200,0,.,3.36112e+08,3.3e+07
Shanghai-Commercial_PV-109,2045,Commercial_PV,Shanghai,Solar,2200,0,.,3.36112e+08,3.3e+07
Shanghai-Commercial_PV-109,2050,Commercial_PV,Shanghai,Solar,1869.71,0,.,2.85651e+08,2.80456e+07
Shanghai-Commercial_PV-109,2055,Commercial_PV,Shanghai,Solar,1.35223e-05,0,.,2.06591,0.202834
Shanghai-Commercial_PV-109,2060,Commercial_PV,Shanghai,Solar,2.23988e-05,0,.,3.42205,0.335982
Shanghai-Gas_CCGT_OT-11917,2020,Gas_CCGT_OT,Shanghai,Gas,5.27853e-06,0,.,0.358008,0.0337826
Shanghai-Gas_CCGT_OT-11917,2025,Gas_CCGT_OT,Shanghai,Gas,2.0955e-05,0,.,1.42124,0.134112
Shanghai-Gas_CCGT_OT-11917,2030,Gas_CCGT_OT,Shanghai,Gas,2.10123e-05,0,.,1.42512,0.134479
Shanghai-Gas_CCGT_OT-11917,2035,Gas_CCGT_OT,Shanghai,Gas,5085.76,0,.,3.44933e+08,3.25488e+07
Shanghai-Gas_CCGT_OT-11917,2040,Gas_CCGT_OT,Shanghai,Gas,5085.76,0,.,3.44933e+08,3.25488e+07
Shanghai-Gas_CCGT_OT-11917,2045,Gas_CCGT_OT,Shanghai,Gas,5085.76,0,.,3.44933e+08,3.25488e+07
Shanghai-Gas_CCGT_OT-11917,2050,Gas_CCGT_OT,Shanghai,Gas,5085.76,0,.,3.44933e+08,3.25488e+07
Shanghai-Gas_CCGT_OT-11917,2055,Gas_CCGT_OT,Shanghai,Gas,5.68804e-05,0,.,3.85782,0.364035
Shanghai-Gas_CCGT_OT-11917,2060,Gas_CCGT_OT,Shanghai,Gas,8.72652e-05,0,.,5.91862,0.558497
Shanghai-Gas_CCGT_RC-11927,2020,Gas_CCGT_RC,Shanghai,Gas,4.17193e-06,0,.,0.282954,0.0267004
Shanghai-Gas_CCGT_RC-11927,2025,Gas_CCGT_RC,Shanghai,Gas,9.98903e-06,0,.,0.67749,0.0639298
Shanghai-Gas_CCGT_RC-11927,2030,Gas_CCGT_RC,Shanghai,Gas,1.00416e-05,0,.,0.681058,0.0642665
Shanghai-Gas_CCGT_RC-11927,2035,Gas_CCGT_RC,Shanghai,Gas,1.02515e-05,0,.,0.695292,0.0656096
Shanghai-Gas_CCGT_RC-11927,2040,Gas_CCGT_RC,Shanghai,Gas,1.83133e-05,0,.,1.24207,0.117205
Shanghai-Gas_CCGT_RC-11927,2045,Gas_CCGT_RC,Shanghai,Gas,2.64508e-05,0,.,1.79398,0.169285
Shanghai-Gas_CCGT_RC-11927,2050,Gas_CCGT_RC,Shanghai,Gas,3.91033e-05,0,.,2.65212,0.250261
Shanghai-Gas_CCGT_RC-11927,2055,Gas_CCGT_RC,Shanghai,Gas,5.77311e-05,0,.,3.91552,0.369479
Shanghai-Gas_CCGT_RC-11927,2060,Gas_CCGT_RC,Shanghai,Gas,8.53592e-05,0,.,5.78935,0.546299
Shanghai-Gas_CCGT_SEA-11935,2020,Gas_CCGT_SEA,Shanghai,Gas,5.26085e-06,0,.,0.356809,0.0336695
Shanghai-Gas_CCGT_SEA-11935,2025,Gas_CCGT_SEA,Shanghai,Gas,2.089e-05,0,.,1.41683,0.133696
Shanghai-Gas_CCGT_SEA-11935,2030,Gas_CCGT_SEA,Shanghai,Gas,2.09472e-05,0,.,1.42071,0.134062
Shanghai-Gas_CCGT_SEA-11935,2035,Gas_CCGT_SEA,Shanghai,Gas,5057.29,0,.,3.43002e+08,3.23666e+07
Shanghai-Gas_CCGT_SEA-11935,2040,Gas_CCGT_SEA,Shanghai,Gas,5057.29,0,.,3.43002e+08,3.23666e+07
Shanghai-Gas_CCGT_SEA-11935,2045,Gas_CCGT_SEA,Shanghai,Gas,5057.29,0,.,3.43002e+08,3.23666e+07
Shanghai-Gas_CCGT_SEA-11935,2050,Gas_CCGT_SEA,Shanghai,Gas,5057.29,0,.,3.43002e+08,3.23666e+07
Shanghai-Gas_CCGT_SEA-11935,2055,Gas_CCGT_SEA,Shanghai,Gas,5.70482e-05,0,.,3.8692,0.365109
Shanghai-Gas_CCGT_SEA-11935,2060,Gas_CCGT_SEA,Shanghai,Gas,8.75195e-05,0,.,5.93587,0.560125
Shanghai-Gas_Combustion_Turbine_RC-13158,2020,Gas_Combustion_Turbine_RC,Shanghai,Gas,2.61193e-05,0,.,1.2893,0.121638
Shanghai-Gas_Combustion_Turbine_RC-13158,2025,Gas_Combustion_Turbine_RC,Shanghai,Gas,3.01562e-05,0,.,1.48857,0.140438
Shanghai-Gas_Combustion_Turbine_RC-13158,2030,Gas_Combustion_Turbine_RC,Shanghai,Gas,3.0195e-05,0,.,1.49048,0.140618
Shanghai-Gas_Combustion_Turbine_RC-13158,2035,Gas_Combustion_Turbine_RC,Shanghai,Gas,3.02734e-05,0,.,1.49435,0.140983
Shanghai-Gas_Combustion_Turbine_RC-13158,2040,Gas_Combustion_Turbine_RC,Shanghai,Gas,0.000130394,0,.,6.43649,0.607244
Shanghai-Gas_Combustion_Turbine_RC-13158,2045,Gas_Combustion_Turbine_RC,Shanghai,Gas,0.000194613,0,.,9.60647,0.906312
Shanghai-Gas_Combustion_Turbine_RC-13158,2050,Gas_Combustion_Turbine_RC,Shanghai,Gas,0.000286894,0,.,14.1616,1.33606
Shanghai-Gas_Combustion_Turbine_RC-13158,2055,Gas_Combustion_Turbine_RC,Shanghai,Gas,0.00042555,0,.,21.006,1.98178
Shanghai-Gas_Combustion_Turbine_RC-13158,2060,Gas_Combustion_Turbine_RC,Shanghai,Gas,0.000625902,0,.,30.8957,2.91482
Shanghai-Offshore_Wind-13152,2020,Offshore_Wind,Shanghai,Wind,1.88206e-06,0,.,0.36554,0.040931
Shanghai-Offshore_Wind-13152,2025,Offshore_Wind,Shanghai,Wind,9.60684e-06,0,.,1.86587,0.208929
Shanghai-Offshore_Wind-13152,2030,Offshore_Wind,Shanghai,Wind,24300,0,.,4.6655e+09,5.22401e+08
Shanghai-Offshore_Wind-13152,2035,Offshore_Wind,Shanghai,Wind,24300,0,.,4.6655e+09,5.22401e+08
Shanghai-Offshore_Wind-13152,2040,Offshore_Wind,Shanghai,Wind,24300,0,.,4.6655e+09,5.22401e+08
Shanghai-Offshore_Wind-13152,2045,Offshore_Wind,Shanghai,Wind,24300,0,.,4.6655e+09,5.22401e+08
Shanghai-Offshore_Wind-13152,2050,Offshore_Wind,Shanghai,Wind,24300,0,.,4.6655e+09,5.22401e+08
Shanghai-Offshore_Wind-13152,2055,Offshore_Wind,Shanghai,Wind,24300,0,.,4.6655e+09,5.22401e+08
Shanghai-Offshore_Wind-13152,2060,Offshore_Wind,Shanghai,Wind,3.32482e-05,0,.,5.95645,0.666915
Shanghai-Residential_PV-309,2020,Residential_PV,Shanghai,Solar,5.76997e-07,0,.,0.140934,0.013837
Shanghai-Residential_PV-309,2025,Residential_PV,Shanghai,Solar,8.75097e-07,0,.,0.213746,0.0209857
Shanghai-Residential_PV-309,2030,Residential_PV,Shanghai,Solar,1.56931e-06,0,.,0.376764,0.0369907
Shanghai-Residential_PV-309,2035,Residential_PV,Shanghai,Solar,6.92036e-06,0,.,1.60299,0.157384
Shanghai-Residential_PV-309,2040,Residential_PV,Shanghai,Solar,6.36898e-06,0,.,1.4678,0.144111
Shanghai-Residential_PV-309,2045,Residential_PV,Shanghai,Solar,6.1453e-06,0,.,1.41128,0.138562
Shanghai-Residential_PV-309,2050,Residential_PV,Shanghai,Solar,6.02277e-06,0,.,1.3709,0.134598
Shanghai-Residential_PV-309,2055,Residential_PV,Shanghai,Solar,8.34622e-06,0,.,1.791,0.175845
Shanghai-Residential_PV-309,2060,Residential_PV,Shanghai,Solar,1.32674e-05,0,.,2.84644,0.27947
Shanghai-Wind-1068,2020,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1068,2025,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1068,2030,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1068,2035,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1068,2040,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1068,2045,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1068,2050,Wind,Shanghai,Wind,0.000336623,0,.,30.1965,3.37576
Shanghai-Wind-1068,2055,Wind,Shanghai,Wind,0.000416069,0,.,37.3223,4.17238
Shanghai-Wind-1068,2060,Wind,Shanghai,Wind,23.3333,0,.,2.09303e+06,233987
Shanghai-Wind-1069,2020,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1069,2025,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1069,2030,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1069,2035,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1069,2040,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1069,2045,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1069,2050,Wind,Shanghai,Wind,0.000336623,0,.,30.1965,3.37576
Shanghai-Wind-1069,2055,Wind,Shanghai,Wind,0.000416069,0,.,37.3223,4.17238
Shanghai-Wind-1069,2060,Wind,Shanghai,Wind,23.3333,0,.,2.09303e+06,233987
Shanghai-Wind-1072,2020,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1072,2025,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1072,2030,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1072,2035,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1072,2040,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1072,2045,Wind,Shanghai,Wind,23.3333,0,.,2.34715e+06,262477
Shanghai-Wind-1072,2050,Wind,Shanghai,Wind,0.000336623,0,.,30.1965,3.37576
Shanghai-Wind-1072,2055,Wind,Shanghai,Wind,0.000416069,0,.,37.3223,4.17238
Shanghai-Wind-1072,2060,Wind,Shanghai,Wind,23.3333,0,.,2.09303e+06,233987
Sichuan-Battery_Storage-11176,2020,Battery_Storage,Sichuan,Storage,3.0151e-06,0,1.20604e-05,0.52449,0.0404657
Sichuan-Battery_Storage-11176,2025,Battery_Storage,Sichuan,Storage,3.88892e-06,0,1.55557e-05,0.676494,0.0521931
Sichuan-Battery_Storage-11176,2030,Battery_Storage,Sichuan,Storage,6.62925e-06,0,2.6517e-05,1.10857,0.0855211
Sichuan-Battery_Storage-11176,2035,Battery_Storage,Sichuan,Storage,1.04532e-05,0,4.1813e-05,1.64807,0.127125
Sichuan-Battery_Storage-11176,2040,Battery_Storage,Sichuan,Storage,1.72161e-05,0,6.88642e-05,2.68414,0.207037
Sichuan-Battery_Storage-11176,2045,Battery_Storage,Sichuan,Storage,2.62586e-05,0,0.000105035,4.08519,0.315104
Sichuan-Battery_Storage-11176,2050,Battery_Storage,Sichuan,Storage,3.48627e-05,0,0.000139451,5.42376,0.418353
Sichuan-Battery_Storage-11176,2055,Battery_Storage,Sichuan,Storage,5.96184e-05,0,0.000238474,9.27513,0.715421
Sichuan-Battery_Storage-11176,2060,Battery_Storage,Sichuan,Storage,9.56969e-05,0,0.000382787,14.888,1.14836
Sichuan-Central_PV-515,2020,Central_PV,Sichuan,Solar,1.78612e-06,0,.,0.21885,0.0214335
Sichuan-Central_PV-515,2025,Central_PV,Sichuan,Solar,3.62047e-06,0,.,0.44361,0.0434457
Sichuan-Central_PV-515,2030,Central_PV,Sichuan,Solar,9745.96,0,.,1.19416e+09,1.16952e+08
Sichuan-Central_PV-515,2035,Central_PV,Sichuan,Solar,16571.4,0,.,2.03047e+09,1.98857e+08
Sichuan-Central_PV-515,2040,Central_PV,Sichuan,Solar,16571.4,0,.,2.03047e+09,1.98857e+08
Sichuan-Central_PV-515,2045,Central_PV,Sichuan,Solar,16571.4,0,.,2.03047e+09,1.98857e+08
Sichuan-Central_PV-515,2050,Central_PV,Sichuan,Solar,6825.47,0,.,8.36312e+08,8.19056e+07
Sichuan-Central_PV-515,2055,Central_PV,Sichuan,Solar,2.61666e-05,0,.,3.20615,0.314
Sichuan-Central_PV-515,2060,Central_PV,Sichuan,Solar,3.94851e-05,0,.,4.83803,0.473821
Sichuan-Central_PV-516,2020,Central_PV,Sichuan,Solar,1.78612e-06,0,.,0.21885,0.0214335
Sichuan-Central_PV-516,2025,Central_PV,Sichuan,Solar,3.62047e-06,0,.,0.44361,0.0434457
Sichuan-Central_PV-516,2030,Central_PV,Sichuan,Solar,9770.87,0,.,1.19721e+09,1.1725e+08
Sichuan-Central_PV-516,2035,Central_PV,Sichuan,Solar,16571.4,0,.,2.03047e+09,1.98857e+08
Sichuan-Central_PV-516,2040,Central_PV,Sichuan,Solar,16571.4,0,.,2.03047e+09,1.98857e+08
Sichuan-Central_PV-516,2045,Central_PV,Sichuan,Solar,16571.4,0,.,2.03047e+09,1.98857e+08
Sichuan-Central_PV-516,2050,Central_PV,Sichuan,Solar,6800.56,0,.,8.3326e+08,8.16067e+07
Sichuan-Central_PV-516,2055,Central_PV,Sichuan,Solar,2.61666e-05,0,.,3.20614,0.313999
Sichuan-Central_PV-516,2060,Central_PV,Sichuan,Solar,3.94847e-05,0,.,4.83798,0.473816
Sichuan-Central_PV-517,2020,Central_PV,Sichuan,Solar,1.78612e-06,0,.,0.21885,0.0214335
Sichuan-Central_PV-517,2025,Central_PV,Sichuan,Solar,3.62047e-06,0,.,0.44361,0.0434456
Sichuan-Central_PV-517,2030,Central_PV,Sichuan,Solar,9773.03,0,.,1.19747e+09,1.17276e+08
Sichuan-Central_PV-517,2035,Central_PV,Sichuan,Solar,16571.4,0,.,2.03047e+09,1.98857e+08
